index;client;parrent;client_bin/tin;type;value;del_mark
7187;R02 ИП «Конакбаева А.С.UINTESSENCE, Клиника персональной медицины, Кванта сенс, квантасенс»;;2,2034E+11;Факт. адрес;ЖК «Тау-House» Медеуский р-н, ул. Тайманова 136, н.п. 128, блок 3, этаж 1.;Нет
7188;R02 ИП «Конакбаева А.С.UINTESSENCE, Клиника персональной медицины, Кванта сенс, квантасенс»;;2,2034E+11;Факт. адрес 61;искендеров 21;Нет
7189;R02 ИП «Конакбаева А.С.UINTESSENCE, Клиника персональной медицины, Кванта сенс, квантасенс»;;2,2034E+11;Факт. адрес 62;Алматы, Каирбекова 35;Нет
7190;R02 ИП «Конакбаева А.С.UINTESSENCE, Клиника персональной медицины, Кванта сенс, квантасенс»;;2,2034E+11;Evernote;evernote:///view/108115222/s588/de6c5e2c-e8bc-465e-aabe-b68d295ec851/33c4b752-89ce-4525-91b9-c846634ca625;Нет
7191;R02 ИП Курманалин А.Е (Розали Транс);;7,8021E+11;Рабочий телефон;2473193;Нет
7192;R02 ИП Курманалин А.Е (Розали Транс);;7,8021E+11;Рабочий е-mail;rozalitrans@mail.ru;Нет
7193;R02 ИП Курманалин А.Е (Розали Транс);;7,8021E+11;Факт. адрес;г.Алматы, ул.Фадеева, д38;Нет
7194;R02 ИП Курманалин А.Е (Розали Транс);;7,8021E+11;Факт. адрес 61;Алматы, Рыскулова, дом № 168;Нет
7195;R02 ИП Курманалин А.Е (Розали Транс);;7,8021E+11;Факт. адрес 62;Алматы, Бокеева 128, кабинет 201;Нет
7196;R02 ИП Курманалин А.Е (Розали Транс);;7,8021E+11;Evernote;evernote:///view/172027471/s588/f4a8d81d-8aff-45c8-87fe-6a64be8e1a84/f4a8d81d-8aff-45c8-87fe-6a64be8e1a84/98ebd51b-9e2f-4548-af36-8b5ab876b8a5;Нет
7197;R02 ИП Курманалин А.Е (Розали Транс);;7,8021E+11;Сайт;https://rozalitrans.kz/;Нет
7198;R02 ИП Нурсат+;;;Рабочий телефон;+7 (707) 7588837;Нет
7199;R02 ИП Нурсат+;;;Факт. адрес;Алматы, Панфилова 129;Нет
7200;R02 ИП Нурсат+;;;Факт. адрес 1;Жанибека Тархана 18 склад №10;Нет
7201;R02 КазПромЭкспертиза;;70540001652;Рабочий телефон;+7 (727) 3212165;Нет
7202;R02 КазПромЭкспертиза;;70540001652;Рабочий е-mail;kz.prom@mail.ru;Нет
7203;R02 КазПромЭкспертиза;;70540001652;Факт. адрес;Ташкенская 348а, БЦ Зинет, офис 509;Нет
7204;R02 КазПромЭкспертиза;;70540001652;Evernote;evernote:///view/108115222/s588/12d0fb95-aa1e-47eb-ad20-dd209c1e9aae/33c4b752-89ce-4525-91b9-c846634ca625;Нет
7205;R02 КазСпецСигнал;;;;;Нет
7206;R02 кафе Фараб;;;Телефон контрагента 2;;Нет
7207;R02 кафе Фараб;;;Факт. адрес;г. Алматы, Шевченко 165;Нет
7208;R02 Крестьянское хозяйство «Алмас» ( ИП Керимкулова Г.М, керемкулова, ерназар);;6,21126E+11;Рабочий телефон;+7 (727) 3962340;Нет
7209;R02 Крестьянское хозяйство «Алмас» ( ИП Керимкулова Г.М, керемкулова, ерназар);;6,21126E+11;Рабочий е-mail;ipetek_83@mail.ru;Нет
7210;R02 Крестьянское хозяйство «Алмас» ( ИП Керимкулова Г.М, керемкулова, ерназар);;6,21126E+11;Факт. адрес 2;Гагарина 274/1 кв 29;Нет
7211;R02 Крестьянское хозяйство «Алмас» ( ИП Керимкулова Г.М, керемкулова, ерназар);;6,21126E+11;Факт. адрес;Гагарина 274/1  уг. ул. Искараева кв. 29 (Вход со двора, первый подъезд, кв. и этаж уточнить);Нет
7212;R02 Крестьянское хозяйство «Алмас» ( ИП Керимкулова Г.М, керемкулова, ерназар);;6,21126E+11;Факт. адрес 83;Яблочная 4;Нет
7213;R02 Крестьянское хозяйство «Алмас» ( ИП Керимкулова Г.М, керемкулова, ерназар);;6,21126E+11;Факт. адрес 84;9мкрн, дом 19, кв 43;Нет
7214;R02 Крестьянское хозяйство «Алмас» ( ИП Керимкулова Г.М, керемкулова, ерназар);;6,21126E+11;Факт. адрес 85;Абая 8г/3;Нет
7215;R02 Крестьянское хозяйство «Алмас» ( ИП Керимкулова Г.М, керемкулова, ерназар);;6,21126E+11;Evernote;evernote:///view/108115222/s588/0eca0fec-54d2-4d83-86ed-d61c3702b841/33c4b752-89ce-4525-91b9-c846634ca625;Нет
7216;R02 Максат-2030;;340002422;Телефон контрагента 2;+7 (727) 3236282;Нет
7217;R02 Максат-2030;;340002422;Рабочий телефон;+7 (727) 3236281;Нет
7218;R02 Максат-2030;;340002422;Рабочий е-mail;info@maksat2030.kz;Нет
7219;R02 Максат-2030;;340002422;Факт. адрес;"БЦ ""МТС"" ул. Шевченко 165 Б угол ул. Родостовца 72 Г офис 1010.";Нет
7220;R02 Максат-2030;;340002422;Evernote;evernote:///view/108115222/s588/61f43297-4bf9-467a-bc73-78544304e578/33c4b752-89ce-4525-91b9-c846634ca625;Нет
7221;R02 Мария Кузнецова;;7,50223E+11;Моб. телефон частного лица;+7 (701) 1111799;Нет
7222;R02 Мария Кузнецова;;7,50223E+11;Рабочий е-mail;aequitas@aequitas.kz;Нет
7223;R02 Мотори Motori TISS Auto parts;;;Факт. адрес;Алматы  улица Жиренкол, 2а;Нет
7224;R02 Мотори Motori TISS Auto parts;;;Факт. адрес 81;г. Астана ул.Московская дом 3,;Нет
7225;"R02 НПК ""Алмас""";;;Факт. адрес;г. Алматы. Пушкина 60 кв 11;Нет
7226;R02 Оптические Технологии (оптех, optech);;1,1094E+11;Факт. адрес;г. Алматы, улица Кенесары хана, 83/1;Нет
7227;R02 Орхон (виноделы);;61040009650;Рабочий телефон;+7 (727) 2727941;Нет
7228;R02 Орхон (виноделы);;61040009650;Телефон контрагента 4;+7 (727) 2723028;Нет
7229;R02 Орхон (виноделы);;61040009650;Телефон контрагента 3;+7 (727) 261-20-54;Нет
7230;R02 Орхон (виноделы);;61040009650;Рабочий е-mail;orhon@mail.ru;Нет
7231;R02 Орхон (виноделы);;61040009650;Факт. адрес;"ул. Кабанбай батыра (Калинина) 89, уг. ул. Абылай Хана(напротив ""Столичного"")";Нет
7232;R02 Орхон (виноделы);;61040009650;Юр. адрес;"ул. Кабанбай батыра (Калинина) 89, уг. ул. Абылай Хана(напротив ""Столичного"")";Нет
7233;R02 Орхон (виноделы);;61040009650;Сайт;orhon@mail.ru;Нет
7234;R02 Орхон (виноделы);;61040009650;Evernote;evernote:///view/108115222/s588/8e5d4280-6cf7-458b-98ea-3bc3de30b70c/33c4b752-89ce-4525-91b9-c846634ca625;Нет
7235;R02 Полимедия (Пограничная Академия);;;Рабочий телефон;+7 (707) 8878781;Нет
7236;R02 Полимедия (Пограничная Академия);;;Рабочий е-mail;sidorenko@polymedia.kz;Нет
7237;R02 Полимедия (Пограничная Академия);;;Факт. адрес;Азербаева 1;Нет
7238;R02 Представительство “Медокеми ЛТД” ;;20442000890;Рабочий телефон;+7 (727) 3210505;Нет
7239;R02 Представительство “Медокеми ЛТД” ;;20442000890;Факт. адрес;Проспект АБЫЛАЙ ХАНА, дом 53, оф 6/03;Нет
7240;R02 Представительство “Медокеми ЛТД” ;;20442000890;Evernote;evernote:///view/240676585/s588/8760381c-c1d9-49aa-827c-b3d5c4590a4a/8760381c-c1d9-49aa-827c-b3d5c4590a4a/fbee1f63-52da-4b23-91e8-040a1ac07367;Нет
7241;R02 Представительство «Катар Эйрвэйз Груп»  в Республике Казахстан;;2,00342E+11;Факт. адрес;Закарпатская 16;Нет
7242;R02 Представительство «Катар Эйрвэйз Груп»  в Республике Казахстан;;2,00342E+11;Факт. адрес 1;Тимирязева 26 BNC Plaza, 7 этаж, 722 офис;Нет
7243;R02 Представительство «Катар Эйрвэйз Груп»  в Республике Казахстан;;2,00342E+11;Факт. адрес 82;Проспект Жибек Жолы, 33;Нет
7244;R02 Сауле;;1,3064E+11;Телефон контрагента 2;+7 (727) 3646020;Нет
7245;R02 Сауле;;1,3064E+11;Факт. адрес;пр. Жибек жолы 135, 1 блок, 10 этаж ТОО MKA STROY;Нет
7246;R02 Сервис АСТ;;;;;Нет
7247;"R02 Тестовый клиент ""Горы по колено""";;;Факт. адрес;марианская впадина 17;Нет
7248;R02 Техно Джим (Велнес солюшн, WELLNESS SOLUTIONS, technogym, Premium Solutions Company, Премиум Солюшин, техноджим);;1,2024E+11;Телефон контрагента 3;+7 (708) 1038157;Нет
7249;R02 Техно Джим (Велнес солюшн, WELLNESS SOLUTIONS, technogym, Premium Solutions Company, Премиум Солюшин, техноджим);;1,2024E+11;Рабочий телефон;+7 (727) 3572020;Нет
7250;R02 Техно Джим (Велнес солюшн, WELLNESS SOLUTIONS, technogym, Premium Solutions Company, Премиум Солюшин, техноджим);;1,2024E+11;Адрес электронной почты контрагента для обмена электронными документами;nazgul@teсhnogym-kz.kz;Нет
7251;R02 Техно Джим (Велнес солюшн, WELLNESS SOLUTIONS, technogym, Premium Solutions Company, Премиум Солюшин, техноджим);;1,2024E+11;Рабочий е-mail;assistant@technogym.kz;Нет
7252;R02 Техно Джим (Велнес солюшн, WELLNESS SOLUTIONS, technogym, Premium Solutions Company, Премиум Солюшин, техноджим);;1,2024E+11;Факт. адрес;050020 г.Алматы, ул. Таттимбета, д.88В.;Нет
7253;R02 Техно Джим (Велнес солюшн, WELLNESS SOLUTIONS, technogym, Premium Solutions Company, Премиум Солюшин, техноджим);;1,2024E+11;Факт. адрес 1;Алматы, улица Жуалы ЖК Премьера дом 3 кв 10;Нет
7254;R02 Техно Джим (Велнес солюшн, WELLNESS SOLUTIONS, technogym, Premium Solutions Company, Премиум Солюшин, техноджим);;1,2024E+11;Факт. адрес 62;Алматы, Тимирязева 42, корпус № 15/109, офис 110 на 1 этаже;Нет
7255;R02 Техно Джим (Велнес солюшн, WELLNESS SOLUTIONS, technogym, Premium Solutions Company, Премиум Солюшин, техноджим);;1,2024E+11;Факт. адрес 63;г. Алматы, ул. Рахмадиева, д.3.;Нет
7256;R02 Техно Джим (Велнес солюшн, WELLNESS SOLUTIONS, technogym, Premium Solutions Company, Премиум Солюшин, техноджим);;1,2024E+11;Сайт;hcp@teсhnogym-kz.kz;Нет
7257;R02 Техно Джим (Велнес солюшн, WELLNESS SOLUTIONS, technogym, Premium Solutions Company, Премиум Солюшин, техноджим);;1,2024E+11;Evernote;evernote:///view/108115222/s588/dd49903d-daa5-4d3f-a9f2-f021b10579d2/33c4b752-89ce-4525-91b9-c846634ca625;Нет
7258;R02 Товарищество с Ограниченной Ответственностью «Ultrapolymers Kazakhstan (Ультраполимеры Казахстан)»;;2,1074E+11;Рабочий телефон;+7 (701) 2177033;Нет
7259;"R02 ТОО ""CK TRUST""( ск траст, эска траст)";;1,0074E+11;Факт. адрес 1;Алматы, Аль фараби, дом № 65;Нет
7260;"R02 ТОО ""CK TRUST""( ск траст, эска траст)";;1,0074E+11;Evernote;evernote:///view/108115222/s588/8195460a-a9c6-4e14-9609-eb4bd0f52d6d/33c4b752-89ce-4525-91b9-c846634ca625;Нет
7261;"R02 ТОО ""EGLO Kazakhstan"" (ЭГЛО Казахстан)";;90640012586;Факт. адрес;"г. Алматы, пр. Аль-Фараби,7 БЦ ""Нурлы-Тау"" блок 4А, 14 этаж, 72 офис";Нет
7262;"R02 ТОО ""Inforce"" (инфорс, ин форс)";;1,4074E+11;;;Нет
7263;"R02 ТОО ""OPPO Kazakhstan LTD"" ( Оппо, казахстан, опо, opo, лтд )";;1,6024E+11;Телефон контрагента 2;3440990;Нет
7264;"R02 ТОО ""OPPO Kazakhstan LTD"" ( Оппо, казахстан, опо, opo, лтд )";;1,6024E+11;Рабочий телефон;3440909;Нет
7265;"R02 ТОО ""OPPO Kazakhstan LTD"" ( Оппо, казахстан, опо, opo, лтд )";;1,6024E+11;Факт. адрес;г. Алматы, ул Манаса 32А, офис 402;Нет
